Timestamp,Date,Time,Trade ID,Side,Market,Outcome,Condition ID,Token ID,Size,Price,USDC Value,Fees,Balance After,Strategy,Status
2026-01-05T12:10:03.315Z,1/5/2026,12:10:03 PM,paper_1767615003315_z0um2qu0g,BUY,"Bitcoin Up or Down - January 5, 7:00AM-7:15AM ET",Up,0xa728c0368b34d52424f9309bf11f6ac52e5371c5669d537b3fce05f4798a8e59,77187186759226623798450920764416465557179890898418209843923525364300530884211,5.0900,0.2596,1.32,0.0013,9998.68,inventory-rebalancing,filled
2026-01-05T12:10:03.351Z,1/5/2026,12:10:03 PM,paper_1767615003351_vg5pppf0o,BUY,"Bitcoin Up or Down - January 5, 7:00AM-7:15AM ET",Down,0xa728c0368b34d52424f9309bf11f6ac52e5371c5669d537b3fce05f4798a8e59,82792922774126791403117423780092717149398262304569917086292472598943418785088,22.9700,0.7412,17.03,0.0170,9981.63,inventory-rebalancing,filled
2026-01-05T12:10:03.381Z,1/5/2026,12:10:03 PM,paper_1767615003381_8sgcdn5j5,BUY,"Ethereum Up or Down - January 5, 7:00AM-7:15AM ET",Up,0x4ca2bc2a7537bd184dba57da7e4f8c63d050ecd337fe21e723ab29536f339fec,4157219346299072630929217152270647064395392851149040805054395316506125623610,2.5500,0.1900,0.48,0.0005,9981.15,inventory-rebalancing,filled
2026-01-05T12:10:03.409Z,1/5/2026,12:10:03 PM,paper_1767615003409_npevvot0y,BUY,"Ethereum Up or Down - January 5, 7:00AM-7:15AM ET",Down,0x4ca2bc2a7537bd184dba57da7e4f8c63d050ecd337fe21e723ab29536f339fec,39345194682379376621076634754404799328948911743814143448452468631405902591286,18.9600,0.8100,15.36,0.0154,9965.78,inventory-rebalancing,filled
2026-01-05T12:10:04.519Z,1/5/2026,12:10:04 PM,paper_1767615004519_w31niufx3,BUY,"Bitcoin Up or Down - January 5, 7:00AM-7:15AM ET",Up,0xa728c0368b34d52424f9309bf11f6ac52e5371c5669d537b3fce05f4798a8e59,77187186759226623798450920764416465557179890898418209843923525364300530884211,4.6800,0.2501,1.17,0.0012,9964.60,inventory-rebalancing,filled
2026-01-05T12:10:04.559Z,1/5/2026,12:10:04 PM,paper_1767615004559_1aifvz3sj,BUY,"Ethereum Up or Down - January 5, 7:00AM-7:15AM ET",Up,0x4ca2bc2a7537bd184dba57da7e4f8c63d050ecd337fe21e723ab29536f339fec,4157219346299072630929217152270647064395392851149040805054395316506125623610,2.5500,0.1900,0.48,0.0005,9964.12,inventory-rebalancing,filled
2026-01-05T12:10:05.707Z,1/5/2026,12:10:05 PM,paper_1767615005707_pz2jktk85,BUY,"Bitcoin Up or Down - January 5, 7:00AM-7:15AM ET",Up,0xa728c0368b34d52424f9309bf11f6ac52e5371c5669d537b3fce05f4798a8e59,77187186759226623798450920764416465557179890898418209843923525364300530884211,5.0900,0.2596,1.32,0.0013,9962.80,inventory-rebalancing,filled
2026-01-05T12:10:05.765Z,1/5/2026,12:10:05 PM,paper_1767615005765_hg3192n8l,BUY,"Ethereum Up or Down - January 5, 7:00AM-7:15AM ET",Up,0x4ca2bc2a7537bd184dba57da7e4f8c63d050ecd337fe21e723ab29536f339fec,4157219346299072630929217152270647064395392851149040805054395316506125623610,2.5200,0.1852,0.47,0.0005,9962.33,inventory-rebalancing,filled
2026-01-05T12:10:06.864Z,1/5/2026,12:10:06 PM,paper_1767615006864_npb0s1j7l,BUY,"Bitcoin Up or Down - January 5, 7:00AM-7:15AM ET",Up,0xa728c0368b34d52424f9309bf11f6ac52e5371c5669d537b3fce05f4798a8e59,77187186759226623798450920764416465557179890898418209843923525364300530884211,4.6800,0.2498,1.17,0.0012,9961.16,inventory-rebalancing,filled
2026-01-05T12:10:06.893Z,1/5/2026,12:10:06 PM,paper_1767615006893_q1ocwf1md,BUY,"Ethereum Up or Down - January 5, 7:00AM-7:15AM ET",Up,0x4ca2bc2a7537bd184dba57da7e4f8c63d050ecd337fe21e723ab29536f339fec,4157219346299072630929217152270647064395392851149040805054395316506125623610,2.5200,0.1851,0.47,0.0005,9960.69,inventory-rebalancing,filled
